,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price,Category
59,Loai Azar,2021,1,blue screen,"since I bought this laptop I kept getting a blue screen, I tried to troubleshoot this issue on my own and nothing worked and then I decided to call dell and inquire about it, they said that I had to pay for this to be fixed as it is not covered by the basic warranty and I have to pay an extra 100$ dollar to get the issue fixed!","Dell Inspiron 13 5310, 13.3 inch QHD (Quad High Definition) Laptop - Thin and Light Intel Core i7-11370H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce MX450, Dell Services - Windows 10 Home",585,dell
60,max2015,2022,1,totally misconfigured,"When I buy a laptop, I expect it to be configured correctly so I don't have to spend hours fixing it.  This computer came without a functioning camera and video replay sound from recorded videos does not work.  Total quality assurance disaster.","Dell Inspiron 13 5310, 13.3 inch QHD (Quad High Definition) Laptop - Thin and Light Intel Core i7-11370H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce MX450, Dell Services - Windows 10 Home",585,dell
61,Elrena,2022,1,FYI About The Restocking Fee,"Please note, there’s a $200+ restocking fee if the box was opened, even if you didn’t take anything out of the plastic.Per the seller they have to charge the fee because they can sell it as new. 🤔","Dell Inspiron 13 5310, 13.3 inch QHD (Quad High Definition) Laptop - Thin and Light Intel Core i7-11370H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce MX450, Dell Services - Windows 10 Home",585,dell
62,Luke Dance,2021,1,Bad computer,"I bought this two months ago. I can’t get it to run at all anymore. I’ll plug the computer in and turn it on, the screen will stay black and the computer fan kicks in really loud and gets super hot. I’ll let it sit there for awhile and it just won’t kick on. Don’t buy!","Dell Inspiron 13 5310, 13.3 inch QHD (Quad High Definition) Laptop - Thin and Light Intel Core i7-11370H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce MX450, Dell Services - Windows 10 Home",585,dell
63,Luis Fernando Chumpitaz,2021,1,"Mousepad defective out of the box, and Amazon won't let me return it.",,"Dell Inspiron 13 5310, 13.3 inch QHD (Quad High Definition) Laptop - Thin and Light Intel Core i7-11370H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce MX450, Dell Services - Windows 10 Home",585,dell
64,Eric Dauphin,2021,1,"Would make a nice paper weight, that’s all.",The media could not be loaded.,"Dell Inspiron 13 5310, 13.3 inch QHD (Quad High Definition) Laptop - Thin and Light Intel Core i7-11370H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce MX450, Dell Services - Windows 10 Home",585,dell
65,Laura M-,2022,1,AFTER SIX MONTHS THIS NOTEBOOK DIED," So I got this yesterday and noticed mouse doesn't work well. I tried returning it, but they want me to contact the manufacturer instead. I don't need the manufacturer to fix something something that already came broken.Please beware that you are going to a nightmare if this happens to you too, specially for a product that I had for less than 24 hours.","Dell Inspiron 13 5310, 13.3 inch QHD (Quad High Definition) Laptop - Thin and Light Intel Core i7-11370H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce MX450, Dell Services - Windows 10 Home",585,dell
66,PATRICIO GALLARDO,2022,1,"Muy mala calidad, tiene problemas la carcaza y el touchpad, no sirve",This computer was brand new and would not charge correctly with the charger that came with it or any other dock or charger. The warranty process has been difficult and for the extra money I would purchase something better.,"Dell Inspiron 13 5310, 13.3 inch QHD (Quad High Definition) Laptop - Thin and Light Intel Core i7-11370H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce MX450, Dell Services - Windows 10 Home",585,dell
67,1eyejacks,2013,4,Good Laptop,"The Dell D630's were made in 2007 and 2008 and are a nice sturdy and rugged laptop--not like some of the all plastic ones. So it weights a bit more and the technology is 5-6 years old. It's also had 5-6 years of prior use. I need a sturdy laptop for some stuff I do so I gave this a shot. I also needed it right away. I bought this from Red Tag on Amazon and he sent me a good laptop and I've had only a couple small problems. Like the Windows Office included was only a Trial version--not what I wanted. I paid extra for that a 2 extra MB of RAM--the RAM is fine. I left 5 stars because it's a nice clean unit and works well. Pre-sale communication was good, but post sale was erratic. Red Tag has 100% positive feedback.The big thing you have to consider when buying a refurb is price vs value to you. Sure the refurbs are cheaper, but not that much cheaper when you consider that for an extra hundred +/- you can get a brand new laptop, never before used with a 1 year warranty. After looking I see many of the refurbs are way overpriced and I should have bought a new one with new technology.That hundred bucks I may have saved may come back to bite me. Any problems and one little repair will be over $100 so you may want to shop around before you buy a refurb. There are better refurb prices too out there--I discovered later. Next time I'll buy a new laptop, just for the newer technology, warranty, and no prior use. Some of these refurbs and used are way too expensive. Look around the internet first. Prices have really dropped on new laptops too and these refurbs should drop too.I've used mine everyday for nearly 3 months and so far it's fine. For now.",Dell Latitude D630 14.1-Inch Notebook PC (OS may vary) - Silver,258,dell
68,Vanessa,2011,5,Fantastic Little Computer!,"I purchased one of these laptops from Link-Tronics Memory through Amazon, to replace a laptop my grandmother had that she lost in a wildfire in Texas.  She loved it! But more importantly, she took it to her computer guy and he said it was an excellent computer - better than any refurbished computer he sold.Then I purchased one for my sister who has wanted a laptop for a while.Finally I purchased one for my teenage son for Christmas.What I was thrilled about these little laptops is that they came loaded and tweaked almost exactly how I would done. In all honesty, I was prepared with my OS disc and drivers and programs to reformat, but there was no need to do so.The performance of these laptops has far superseded an XPS gaming laptop that was given to me a couple years ago. It's an old model, but that should still say something about the Dell Latitude D630.It's slim and has a nice profile to it, easy to carry with you if you don't have a case.I have refurbished several of our old computers over the years so my advice to those that have had a bad experience with this laptop is that they *are* refurbished. When companies refurbish a computer, they go through and test to see what needs replaced and they replace it or fix it, wipe the drive (or stick a new one in), maybe clean it up a bit, and you have a refurbished computer. Considering the age of the model, there are surely things that will wear out or break much sooner than you would expect from a brand new computer. The lids, keyboards, mouse buttons, and whatnot are guaranteed to have some wear and scratches, it may or may not arrive looking sparkly and new.  Buying refurbished most likely means that calling the manufacturer will do no good for support, as it is no longer under their warranty. Purchasing a refurbished, one should expect these things and set their expectations accordingly. It is not a brand new computer.All in all, the Dell Latitude D630 is a nice little working computer. It makes a perfect gift for kids, or anyone that just wants a decent laptop, but not want to spend a fortune.  The price is good too - I've looked for months for something and found this to be the best bargain.I would definitely recommend this laptop!",Dell Latitude D630 14.1-Inch Notebook PC (OS may vary) - Silver,258,dell
69,JFF,2013,5,Just a fantastic piece of equipment.,"The headlines pretty much said how I felt about it. You know that you have something which you value when you are thinking about getting a similar one as a spare-not because you feel the one in your hands it unreliable-because you know that accidents do happen, and you would hate to be without something this efficient for an extended period of time. I purchased one two years ago at what I considered to be a good price, and I just got another one because to me the price was sooo right. They are both performing superbly.One word of caution though: In buying computers-new or old, but especially old, yopu want to try and make sure that you know exactly what you are getting for your money. I wish that amazon would require of their vendors that they post more complete descriptions when it comes to something like a computer, which carries a big price tag and does include many details and components/parts. However, since they don't, make it a point to contact the potential vendor by email with some direct questions before making a purchase. Just because the general product description says one thing does not guarantee that it applies to the one you are buying. Case in point: my second laptop came with a 60GB harddrive, even though in the general description for the Dell 630 laptop, it says an 80GB harddrive. This is still fine by me, because 60 GB from my point of view and my needs, is still substantial, and the device does include all of the features which prompted me to make the purchase in the first place. What I am saying is this: it is usually better to know exactly what you are getting into beforehand.",Dell Latitude D630 14.1-Inch Notebook PC (OS may vary) - Silver,258,dell
70,Kyle Chapman,2016,1,Never buy refurb from Discount18!,"Don't do it! Purchased last summer hoping for a not too slow, but also not an extremely high end computer. Somewhere in the middle. Received on August 1st. In the box was a no-name charger, the computer, ""Instructions"" in very broken English, and a disc for Windows XP. At first glance of the computer, looked OK, however the product key on bottom was for Windows Vista Business. Booted it up, and it completed some installation process and booted to the desktop. Came with AVG and Open Office. Pretty sure the copy of XP installed on it was illegal. Fell apart in a few months.As follows is my experience with the ""computer"".8/1/15: not too bad at first, WiFi slow but not that big of a deal. Ran decently fast, given the age. Ran Hard Disk Sentinel on it. 74% health and six bad sectors. Should have raised a red flag right there, but given the age thought it was OK.October 2015, charger burnt out, had to buy a new one. Still OK, the charger had no brand on it anyways.November 2015: starting around here was when it started to slow down bad. Reinstalling Windows did not help, even trying Windows 7 and the new 10.December 2015: burning capability on disk drive stopped working right. Nothing to do with Windows.January 2016, started getting even slower.February 2016, even slower now. Battery is completely toast. Computer started overheating. Cleaning it out did not help. Started to get Blue Screens of Death. Ran the Hard Disk Sentinel. Health is 33% with 59 bad sectors now. This number would gradually increase and the health would go down with it. Slow enough now that watching YouTube became a chore. As I said before, reinstalling Windows helped nothing.March 2016: 81 bad sectors, 23% health. Almost unusable for anything but the most basic tasks. One night I turned it on and it made hideous noises and took like 10 minutes to boot. Now it's 100 bad sectors and rising. Internal fan was not working at this point. Then you get the Blue Screen of Death saying a critical process has been terminated. Then it was done for.Opened it up to find a very old hard drive from an HP computer, and an off brand battery.So if you want an old piece of junk that lasts less than a year, THEN BY ALL MEANS BUY REFURBISHED FROM DISCOUNT18!",Dell Latitude D630 14.1-Inch Notebook PC (OS may vary) - Silver,258,dell
71,BLS,2022,2,No Wifi Function,The wifi card did not work!,Dell Latitude D630 14.1-Inch Notebook PC (OS may vary) - Silver,258,dell
72,teapot92,2012,4,How much does a key cost?,"I have purchased several used laptops over the past few years, all totaling in cost less than what a new one would cost. I've had very good luck with two prior to this one. You get a few surprises, such as my spell check was in French, and I'm not French. But, for the most part, I've been very happy. I'm disabled, so I stay on the computer all day, every day. I have 3 lap dogs that stay on me too. They had knocked a couple of my keys off of the keyboard with their nails, and I had a couple of hints that the motherboard might be getting ready to die, so time to replace it. I won't by a new one because I hate the newer operating system they come with. So I ordered another used one. It arrived and seems to be fine, but the letters are worn on several of the keys. It's an issue with me because I'm not a typest, and have to visually see what I'm typing. Really? How much could it have possibly cost to replace a few keys? Oh, when you start your Windows, you have to put the product key numbers in.........it's not on the copy of the CD they send you, but on a microscopic stamp taped to the bottom of the computer. You have to get a magnifying glass, turn the computer upside-down, write the number down, and go from there. Think they could have stuck it on the CD for convience?",Dell Latitude D630 14.1-Inch Notebook PC (OS may vary) - Silver,258,dell
73,bev snider,2016,5,Awesome value Dell laptop,"I ordered this Dell laptop because I write reviews for Amazon and I needed to be able to post pictures with my reviews and I was unable to do that with my iPhone or Amazon Fire tablet. This comes with Windows XP which is no longer supported by Microsoft. They upgraded it to Windows 7 free of charge. This tablet will not handle Windows 8, but 7 works just fine. Mine came with the power charging cord, very well wrapped and sealed in bubble wrap inside a box. No damage found. It was partially charged and after setting up my email, Amazon and Google Chrome on it, I was able to get my auto form filler set up. I was pleased that this laptop allows me to play, rip and burn CD's with it. The speaker quality is not that great for music, not as loud as I prefer but it has an audio headphone jack that takes the 3.5 mm jack. The computer works great and is really faster than I expected. I am very pleased with this purchase and the customer service is awesome. I'd recommend this to people who want a laptop that runs pretty fast, is perfect for Internet, Facebook and general use. I am able to build my music library and wear headphones to listen, or listen to the built in speaker or hook up an external speaker by either a 3.5 mm jack or USB. There are 4 USB ports as well as hdmi ports. Awesome and perfect for what I need.",Dell Latitude D630 14.1-Inch Notebook PC (OS may vary) - Silver,258,dell
